"age","outcome","riskfactor","V1","V2","V3"
25,"AA","dairy_tot",0,0,0
25,"AFF","dairy_tot",0,0,0
25,"APCA","dairy_tot",0,0,0
25,"BC","dairy_tot",NA,NA,NA
25,"CC","dairy_tot",0.0715906839044108,0.0740670860466946,0.0691911556902897
25,"CM","dairy_tot",0,0,0
25,"DIAB","dairy_tot",0,0,0
25,"ECA","dairy_tot",0,0,0
25,"ENDO","dairy_tot",0,0,0
25,"GC","dairy_tot",0,0,0
25,"HHD","dairy_tot",0,0,0
25,"HSTK","dairy_tot",0,0,0
25,"IHD","dairy_tot",0,0,0
25,"ISTK","dairy_tot",0,0,0
25,"KC","dairy_tot",0,0,0
25,"LC","dairy_tot",0,0,0
25,"LVC","dairy_tot",0,0,0
25,"MLPC","dairy_tot",0,0,0
25,"MMC","dairy_tot",0,0,0
25,"OC","dairy_tot",0,0,0
25,"OSTK","dairy_tot",0,0,0
25,"OTH","dairy_tot",0,0,0
25,"PC","dairy_tot",0,0,0
25,"PVD","dairy_tot",0,0,0
25,"RHD","dairy_tot",0,0,0
25,"SCC","dairy_tot",0,0,0
25,"SCNC","dairy_tot",0,0,0
25,"TC","dairy_tot",0,0,0
25,"UC","dairy_tot",0,0,0
35,"AA","dairy_tot",0,0,0
35,"AFF","dairy_tot",0,0,0
35,"APCA","dairy_tot",0,0,0
35,"BC","dairy_tot",NA,NA,NA
35,"CC","dairy_tot",0.0779756932101599,0.0760719223146179,0.0849583869890429
35,"CM","dairy_tot",0,0,0
35,"DIAB","dairy_tot",0,0,0
35,"ECA","dairy_tot",0,0,0
35,"ENDO","dairy_tot",0,0,0
35,"GC","dairy_tot",0,0,0
35,"HHD","dairy_tot",0,0,0
35,"HSTK","dairy_tot",0,0,0
35,"IHD","dairy_tot",0,0,0
35,"ISTK","dairy_tot",0,0,0
35,"KC","dairy_tot",0,0,0
35,"LC","dairy_tot",0,0,0
35,"LVC","dairy_tot",0,0,0
35,"MLPC","dairy_tot",0,0,0
35,"MMC","dairy_tot",0,0,0
35,"OC","dairy_tot",0,0,0
35,"OSTK","dairy_tot",0,0,0
35,"OTH","dairy_tot",0,0,0
35,"PC","dairy_tot",0,0,0
35,"PVD","dairy_tot",0,0,0
35,"RHD","dairy_tot",0,0,0
35,"SCC","dairy_tot",0,0,0
35,"SCNC","dairy_tot",0,0,0
35,"TC","dairy_tot",0,0,0
35,"UC","dairy_tot",0,0,0
45,"AA","dairy_tot",0,0,0
45,"AFF","dairy_tot",0,0,0
45,"APCA","dairy_tot",0,0,0
45,"BC","dairy_tot",0,0,0
45,"CC","dairy_tot",0.0826089816853396,0.0745877509495427,0.0654865094280003
45,"CM","dairy_tot",0,0,0
45,"DIAB","dairy_tot",0,0,0
45,"ECA","dairy_tot",0,0,0
45,"ENDO","dairy_tot",0,0,0
45,"GC","dairy_tot",0,0,0
45,"HHD","dairy_tot",0,0,0
45,"HSTK","dairy_tot",0,0,0
45,"IHD","dairy_tot",0,0,0
45,"ISTK","dairy_tot",0,0,0
45,"KC","dairy_tot",0,0,0
45,"LC","dairy_tot",0,0,0
45,"LVC","dairy_tot",0,0,0
45,"MLPC","dairy_tot",0,0,0
45,"MMC","dairy_tot",0,0,0
45,"OC","dairy_tot",0,0,0
45,"OSTK","dairy_tot",0,0,0
45,"OTH","dairy_tot",0,0,0
45,"PC","dairy_tot",0,0,0
45,"PVD","dairy_tot",0,0,0
45,"RHD","dairy_tot",0,0,0
45,"SCC","dairy_tot",0,0,0
45,"SCNC","dairy_tot",0,0,0
45,"TC","dairy_tot",0,0,0
45,"UC","dairy_tot",0,0,0
55,"AA","dairy_tot",0,0,0
55,"AFF","dairy_tot",0,0,0
55,"APCA","dairy_tot",0,0,0
55,"BC","dairy_tot",0,0,0
55,"CC","dairy_tot",0.0761752357081817,0.0816617718345628,0.0892774005438948
55,"CM","dairy_tot",0,0,0
55,"DIAB","dairy_tot",0,0,0
55,"ECA","dairy_tot",0,0,0
55,"ENDO","dairy_tot",0,0,0
55,"GC","dairy_tot",0,0,0
55,"HHD","dairy_tot",0,0,0
55,"HSTK","dairy_tot",0,0,0
55,"IHD","dairy_tot",0,0,0
55,"ISTK","dairy_tot",0,0,0
55,"KC","dairy_tot",0,0,0
55,"LC","dairy_tot",0,0,0
55,"LVC","dairy_tot",0,0,0
55,"MLPC","dairy_tot",0,0,0
55,"MMC","dairy_tot",0,0,0
55,"OC","dairy_tot",0,0,0
55,"OSTK","dairy_tot",0,0,0
55,"OTH","dairy_tot",0,0,0
55,"PC","dairy_tot",0,0,0
55,"PVD","dairy_tot",0,0,0
55,"RHD","dairy_tot",0,0,0
55,"SCC","dairy_tot",0,0,0
55,"SCNC","dairy_tot",0,0,0
55,"TC","dairy_tot",0,0,0
55,"UC","dairy_tot",0,0,0
65,"AA","dairy_tot",0,0,0
65,"AFF","dairy_tot",0,0,0
65,"APCA","dairy_tot",0,0,0
65,"BC","dairy_tot",0,0,0
65,"CC","dairy_tot",0.0778799556430176,0.0773745051010714,0.0820010622772929
65,"CM","dairy_tot",0,0,0
65,"DIAB","dairy_tot",0,0,0
65,"ECA","dairy_tot",0,0,0
65,"ENDO","dairy_tot",0,0,0
65,"GC","dairy_tot",0,0,0
65,"HHD","dairy_tot",0,0,0
65,"HSTK","dairy_tot",0,0,0
65,"IHD","dairy_tot",0,0,0
65,"ISTK","dairy_tot",0,0,0
65,"KC","dairy_tot",0,0,0
65,"LC","dairy_tot",0,0,0
65,"LVC","dairy_tot",0,0,0
65,"MLPC","dairy_tot",0,0,0
65,"MMC","dairy_tot",0,0,0
65,"OC","dairy_tot",0,0,0
65,"OSTK","dairy_tot",0,0,0
65,"OTH","dairy_tot",0,0,0
65,"PC","dairy_tot",0,0,0
65,"PVD","dairy_tot",0,0,0
65,"RHD","dairy_tot",0,0,0
65,"SCC","dairy_tot",0,0,0
65,"SCNC","dairy_tot",0,0,0
65,"TC","dairy_tot",0,0,0
65,"UC","dairy_tot",0,0,0
75,"AA","dairy_tot",0,0,0
75,"AFF","dairy_tot",0,0,0
75,"APCA","dairy_tot",0,0,0
75,"BC","dairy_tot",0,0,0
75,"CC","dairy_tot",0.0815144846755282,0.0643682277468254,0.065448333432733
75,"CM","dairy_tot",0,0,0
75,"DIAB","dairy_tot",0,0,0
75,"ECA","dairy_tot",0,0,0
75,"ENDO","dairy_tot",0,0,0
75,"GC","dairy_tot",0,0,0
75,"HHD","dairy_tot",0,0,0
75,"HSTK","dairy_tot",0,0,0
75,"IHD","dairy_tot",0,0,0
75,"ISTK","dairy_tot",0,0,0
75,"KC","dairy_tot",0,0,0
75,"LC","dairy_tot",0,0,0
75,"LVC","dairy_tot",0,0,0
75,"MLPC","dairy_tot",0,0,0
75,"MMC","dairy_tot",0,0,0
