"age","female","outcome","pathway","riskfactor","V1","V2","V3"
45,0,"CM","direct","dairy_tot",0,0,0
45,0,"CM","medBMI","dairy_tot",0,0,0
45,0,"CM","medSBP","dairy_tot",0,0,0
45,0,"DIAB","direct","dairy_tot",0,0,0
45,0,"DIAB","medBMI","dairy_tot",0,0,0
45,0,"DIAB","medSBP","dairy_tot",0,0,0
45,0,"ECA","direct","dairy_tot",0,0,0
45,0,"ECA","medBMI","dairy_tot",0,0,0
45,0,"ECA","medSBP","dairy_tot",0,0,0
45,0,"ENDO","direct","dairy_tot",0,0,0
45,0,"ENDO","medBMI","dairy_tot",0,0,0
45,0,"ENDO","medSBP","dairy_tot",0,0,0
45,0,"GC","direct","dairy_tot",0,0,0
45,0,"GC","medBMI","dairy_tot",0,0,0
45,0,"GC","medSBP","dairy_tot",0,0,0
45,0,"HHD","direct","dairy_tot",0,0,0
45,0,"HHD","medBMI","dairy_tot",0,0,0
45,0,"HHD","medSBP","dairy_tot",0,0,0
45,0,"HSTK","direct","dairy_tot",0,0,0
45,0,"HSTK","medBMI","dairy_tot",0,0,0
45,0,"HSTK","medSBP","dairy_tot",0,0,0
45,0,"IHD","direct","dairy_tot",0,0,0
45,0,"IHD","medBMI","dairy_tot",0,0,0
45,0,"IHD","medSBP","dairy_tot",0,0,0
45,0,"ISTK","direct","dairy_tot",0,0,0
45,0,"ISTK","medBMI","dairy_tot",0,0,0
45,0,"ISTK","medSBP","dairy_tot",0,0,0
45,0,"KC","direct","dairy_tot",0,0,0
45,0,"KC","medBMI","dairy_tot",0,0,0
45,0,"KC","medSBP","dairy_tot",0,0,0
45,0,"LC","direct","dairy_tot",0,0,0
45,0,"LC","medBMI","dairy_tot",0,0,0
45,0,"LC","medSBP","dairy_tot",0,0,0
45,0,"LVC","direct","dairy_tot",0,0,0
45,0,"LVC","medBMI","dairy_tot",0,0,0
45,0,"LVC","medSBP","dairy_tot",0,0,0
45,0,"MLPC","direct","dairy_tot",0,0,0
45,0,"MLPC","medBMI","dairy_tot",0,0,0
45,0,"MLPC","medSBP","dairy_tot",0,0,0
45,0,"MMC","direct","dairy_tot",0,0,0
45,0,"MMC","medBMI","dairy_tot",0,0,0
45,0,"MMC","medSBP","dairy_tot",0,0,0
45,0,"OC","direct","dairy_tot",NA,NA,NA
45,0,"OC","medBMI","dairy_tot",NA,NA,NA
45,0,"OC","medSBP","dairy_tot",NA,NA,NA
45,0,"OSTK","direct","dairy_tot",0,0,0
45,0,"OSTK","medBMI","dairy_tot",0,0,0
45,0,"OSTK","medSBP","dairy_tot",0,0,0
45,0,"OTH","direct","dairy_tot",0,0,0
45,0,"OTH","medBMI","dairy_tot",0,0,0
45,0,"OTH","medSBP","dairy_tot",0,0,0
45,0,"PC","direct","dairy_tot",0,0,0
45,0,"PC","medBMI","dairy_tot",0,0,0
45,0,"PC","medSBP","dairy_tot",0,0,0
45,0,"PVD","direct","dairy_tot",0,0,0
45,0,"PVD","medBMI","dairy_tot",0,0,0
45,0,"PVD","medSBP","dairy_tot",0,0,0
45,0,"RHD","direct","dairy_tot",0,0,0
45,0,"RHD","medBMI","dairy_tot",0,0,0
45,0,"RHD","medSBP","dairy_tot",0,0,0
45,0,"SCC","direct","dairy_tot",0,0,0
45,0,"SCC","medBMI","dairy_tot",0,0,0
45,0,"SCC","medSBP","dairy_tot",0,0,0
45,0,"SCNC","direct","dairy_tot",0,0,0
45,0,"SCNC","medBMI","dairy_tot",0,0,0
45,0,"SCNC","medSBP","dairy_tot",0,0,0
45,0,"TC","direct","dairy_tot",0,0,0
45,0,"TC","medBMI","dairy_tot",0,0,0
45,0,"TC","medSBP","dairy_tot",0,0,0
45,0,"UC","direct","dairy_tot",NA,NA,NA
45,0,"UC","medBMI","dairy_tot",NA,NA,NA
45,0,"UC","medSBP","dairy_tot",NA,NA,NA
45,1,"AA","direct","dairy_tot",0,0,0
45,1,"AA","medBMI","dairy_tot",0,0,0
45,1,"AA","medSBP","dairy_tot",0,0,0
45,1,"AFF","direct","dairy_tot",0,0,0
45,1,"AFF","medBMI","dairy_tot",0,0,0
45,1,"AFF","medSBP","dairy_tot",0,0,0
45,1,"APCA","direct","dairy_tot",NA,NA,NA
45,1,"APCA","medBMI","dairy_tot",NA,NA,NA
45,1,"APCA","medSBP","dairy_tot",NA,NA,NA
45,1,"BC","direct","dairy_tot",0,0,0
45,1,"BC","medBMI","dairy_tot",0,0,0
45,1,"BC","medSBP","dairy_tot",0,0,0
45,1,"CC","direct","dairy_tot",0.081520444844231,0.0802452531428611,0.0629155315015234
45,1,"CC","medBMI","dairy_tot",0,0,0
45,1,"CC","medSBP","dairy_tot",0,0,0
45,1,"CM","direct","dairy_tot",0,0,0
45,1,"CM","medBMI","dairy_tot",0,0,0
45,1,"CM","medSBP","dairy_tot",0,0,0
45,1,"DIAB","direct","dairy_tot",0,0,0
45,1,"DIAB","medBMI","dairy_tot",0,0,0
45,1,"DIAB","medSBP","dairy_tot",0,0,0
45,1,"ECA","direct","dairy_tot",0,0,0
45,1,"ECA","medBMI","dairy_tot",0,0,0
45,1,"ECA","medSBP","dairy_tot",0,0,0
45,1,"ENDO","direct","dairy_tot",0,0,0
45,1,"ENDO","medBMI","dairy_tot",0,0,0
45,1,"ENDO","medSBP","dairy_tot",0,0,0
45,1,"GC","direct","dairy_tot",0,0,0
45,1,"GC","medBMI","dairy_tot",0,0,0
45,1,"GC","medSBP","dairy_tot",0,0,0
45,1,"HHD","direct","dairy_tot",0,0,0
45,1,"HHD","medBMI","dairy_tot",0,0,0
45,1,"HHD","medSBP","dairy_tot",0,0,0
45,1,"HSTK","direct","dairy_tot",0,0,0
45,1,"HSTK","medBMI","dairy_tot",0,0,0
45,1,"HSTK","medSBP","dairy_tot",0,0,0
45,1,"IHD","direct","dairy_tot",0,0,0
45,1,"IHD","medBMI","dairy_tot",0,0,0
45,1,"IHD","medSBP","dairy_tot",0,0,0
45,1,"ISTK","direct","dairy_tot",0,0,0
45,1,"ISTK","medBMI","dairy_tot",0,0,0
45,1,"ISTK","medSBP","dairy_tot",0,0,0
45,1,"KC","direct","dairy_tot",0,0,0
45,1,"KC","medBMI","dairy_tot",0,0,0
45,1,"KC","medSBP","dairy_tot",0,0,0
45,1,"LC","direct","dairy_tot",0,0,0
45,1,"LC","medBMI","dairy_tot",0,0,0
45,1,"LC","medSBP","dairy_tot",0,0,0
45,1,"LVC","direct","dairy_tot",0,0,0
45,1,"LVC","medBMI","dairy_tot",0,0,0
45,1,"LVC","medSBP","dairy_tot",0,0,0
45,1,"MLPC","direct","dairy_tot",0,0,0
45,1,"MLPC","medBMI","dairy_tot",0,0,0
45,1,"MLPC","medSBP","dairy_tot",0,0,0
45,1,"MMC","direct","dairy_tot",0,0,0
45,1,"MMC","medBMI","dairy_tot",0,0,0
45,1,"MMC","medSBP","dairy_tot",0,0,0
45,1,"OC","direct","dairy_tot",0,0,0
45,1,"OC","medBMI","dairy_tot",0,0,0
45,1,"OC","medSBP","dairy_tot",0,0,0
45,1,"OSTK","direct","dairy_tot",0,0,0
45,1,"OSTK","medBMI","dairy_tot",0,0,0
45,1,"OSTK","medSBP","dairy_tot",0,0,0
45,1,"OTH","direct","dairy_tot",0,0,0
45,1,"OTH","medBMI","dairy_tot",0,0,0
45,1,"OTH","medSBP","dairy_tot",0,0,0
45,1,"PC","direct","dairy_tot",0,0,0
45,1,"PC","medBMI","dairy_tot",0,0,0
45,1,"PC","medSBP","dairy_tot",0,0,0
45,1,"PVD","direct","dairy_tot",0,0,0
45,1,"PVD","medBMI","dairy_tot",0,0,0
45,1,"PVD","medSBP","dairy_tot",0,0,0
45,1,"RHD","direct","dairy_tot",0,0,0
45,1,"RHD","medBMI","dairy_tot",0,0,0
45,1,"RHD","medSBP","dairy_tot",0,0,0
45,1,"SCC","direct","dairy_tot",0,0,0
45,1,"SCC","medBMI","dairy_tot",0,0,0
45,1,"SCC","medSBP","dairy_tot",0,0,0
45,1,"SCNC","direct","dairy_tot",0,0,0
45,1,"SCNC","medBMI","dairy_tot",0,0,0
45,1,"SCNC","medSBP","dairy_tot",0,0,0
45,1,"TC","direct","dairy_tot",0,0,0
45,1,"TC","medBMI","dairy_tot",0,0,0
45,1,"TC","medSBP","dairy_tot",0,0,0
45,1,"UC","direct","dairy_tot",0,0,0
45,1,"UC","medBMI","dairy_tot",0,0,0
